Conference,Year,Name,Institution,Continent
middleware,2016,Christof Fetzer,TU Dresden,EU
middleware,2016,Ian Foster,Argonne National Laboratory;The University of Chicago,NA
middleware,2016,Davide Frey,INRIA,EU
middleware,2016,Roy Friedman,Technion,AS
middleware,2016,Gang Huang,Peking University,AS
middleware,2016,Benoît Garbinato,Université de Lausanne,EU
middleware,2016,Rachid Guerraoui,École Polytechnique Fédérale de Lausanne,EU
middleware,2016,Abhishek Gupta,Intel (United States),NA
middleware,2016,Franz J. Hauck,Ulm University,EU
middleware,2016,Cheng-Hsin Hsu,National Tsing Hua University,AS
middleware,2016,Kevin Huguenin,LAAS;CNRS,EU
middleware,2016,Valerie Issarny,INRIA,EU
middleware,2016,Arun Iyengar,IBM Research,NA
middleware,2016,Hans-Arno Jacobsen,University of Toronto,NA
middleware,2016,Mark Jelasity,University of Szeged,EU
middleware,2016,Rüdiger Kapitza,TU Braunschweig,EU
middleware,2016,Bettina Kemme,McGill University,NA
middleware,2016,Anne-Marie Kermarrec,INRIA,EU
middleware,2016,Fabio Kon,University of São Paulo,SA
middleware,2016,Young-Woo Kwon,Utah State University,NA
middleware,2016,Danny B. Lange,Uber,NA
middleware,2016,Julia Lawall,INRIA,EU
middleware,2016,Doug Lea,SUNY Oswego,NA
middleware,2016,Zhenhua Li,Tsinghua University,AS
middleware,2016,David Lomet,Microsoft Research,NA
middleware,2016,Joseph Loyall,BBN Technologies,NA
middleware,2016,Hong Mei,Shanghai Jiao Tong University;Peking University,AS
middleware,2016,Alberto Montresor,University of Trento,EU
middleware,2016,Jeff Morgan,Samsung Research America,NA
middleware,2016,Amy L. Murphy,Bruno Kessler Foundation,EU
middleware,2016,Mirco Musolesi,University College London,EU
middleware,2016,Gabriel Parmer,George Washington University,NA
middleware,2016,Fernando Pedone,University of Lugano,EU
middleware,2016,Peter Pietzuch,Imperial College London,EU
middleware,2016,Johan Pouwelse,Delft University of Technology,EU
middleware,2016,Vivien Quéma,Grenoble INP,EU
middleware,2016,Binoy Ravindran,Virginia Tech,NA
middleware,2016,Laurent Réveillère,Bordeaux INP,EU
middleware,2016,Etienne Rivière,University of Neuchâtel,EU
middleware,2016,Luis Rodrigues,INESC-ID,EU
middleware,2016,Romain Rouvoy,University of Lille 1 / Inria,EU
middleware,2016,Rick Schlichting,AT&T Labs,NA
middleware,2016,Jatinder Singh,University of Cambridge,EU
middleware,2016,Robert Soulé,University of Lugano,EU
middleware,2016,Mike Spreitzer,IBM Research,NA
middleware,2016,François Taïani,Université de Rennes 1/ IRISA / ESIR,EU
middleware,2016,Eli Tilevich,Virginia Tech,NA
middleware,2016,Peter Triantafillou,University of Glasgow,EU
middleware,2016,Robbert Van Renesse,Cornell University,NA
middleware,2016,Maarten van Steen,University of Twente,EU
middleware,2016,Nalini Venkatasubramanian,"University of California, Irvine",NA
middleware,2016,Luís Veiga,INESC-ID / Instituto Superior Técnico / Universidade de Lisboa,EU
middleware,2016,Steve Vinoski,Arista Networks,NA
middleware,2016,Timothy Wood,George Washington University,NA
middleware,2017,Cristiana Amza,University of Toronto,NA
middleware,2017,Sonia Ben Mokhtar,LIRIS-CNRS,EU
middleware,2017,Carsten Binnig,Brown University,NA
middleware,2017,Gordon Blair,Lancaster University,EU
middleware,2017,Roy Campbell,University of Illinois Urbana-Champaign,NA
middleware,2017,Marco Canini,KAUST,AS
middleware,2017,Rong Chen,Shanghai Jiao Tong University,AS
middleware,2017,Khuzaima Daudjee,University of Waterloo,NA
middleware,2017,Xavier Defago,University of Tokyo,AS
middleware,2017,Patrick Eugster,Purdue University,NA
middleware,2017,David Eyers,University of Otago,OC
middleware,2017,Pascal Felber,University of Neuchatel,EU
middleware,2017,Paulo Ferreira,INESC ID/University of Lisbon,EU
middleware,2017,Christof Fetzer,TU Dresden,EU
middleware,2017,Ian Foster,Argonne National Lab & University of Chicago,NA
middleware,2017,Michael Franz,"University of California, Irvine",NA
middleware,2017,Ioana Giurgiu,IBM Zurich,EU
middleware,2017,Rachid Guerraoui,EPFL,EU
middleware,2017,Haryadi Gunawi,University of Chicago,NA
middleware,2017,Indy Gupta,University of Illinois Urbana-Champaign,NA
middleware,2017,Kevin Huguenin,UNIL-HEC Lausanne,EU
middleware,2017,Wouter Joosen,KU Leuven,EU
middleware,2017,Christine Julien,"University of Texas, Austin",NA
middleware,2017,Flavio Junqueira,Confluent,NA
middleware,2017,Ruediger Kapitza,TU Braunschweig,EU
middleware,2017,Taesoo Kim,Georgia Institute of Technology,NA
middleware,2017,Fabio Kon,University of Sao Paulo,SA
middleware,2017,Dongyoon Lee,Virginia Tech,NA
middleware,2017,Dejan Milojicic,Hewlett Packard Labs,NA
middleware,2017,Amy Murphy,Bruno Kessler Foundation,EU
middleware,2017,Rui Oliveira,Universidade do Minho,EU
middleware,2017,Ben Chin Ooi,National University of Singapore,AS
middleware,2017,Fernando Pedone,University of Lugano,EU
middleware,2017,Ramya Raghavendra,IBM TJ Watson Research Center,NA
middleware,2017,Jan Rellermeyer,IBM Austin,NA
middleware,2017,Laurent Reveillere,Bordeaux INP,EU
middleware,2017,Luis Rodrigues,"INESC-ID, IST/University of Lisbon",EU
middleware,2017,Mohammad Sadoghi,"University of California, Davis",NA
middleware,2017,Masoud Saeida Ardekani,Samsung Research,NA
middleware,2017,Marc Shapiro,Inria/UPMC-LIP6,EU
middleware,2017,Liuba Shrira,Brandeis University,NA
middleware,2017,Mark Silberstein,Technion,AS
middleware,2017,Francois Taiani,"Université de Rennes 1/IRISA/ESIR, INRIA",EU
middleware,2017,Nalini Venkatasubramanian,"University of California, Irvine",NA
middleware,2017,Akshat Verma,IBM Research,AS
middleware,2017,Roman Vitenberg,University of Oslo,EU
middleware,2017,Michael Wei,VMWare Research,NA
middleware,2017,Bernard Wong,University of Waterloo,NA
middleware,2017,Timothy Wood,George Washington University,NA
middleware,2017,Di Wu,Hunan University,AS
middleware,2017,Ming Wu,Microsoft,NA
middleware,2017,Jianguo Yao,Shanghai Jiao Tong University,AS
middleware,2017,Ben Zhao,"University of California, Santa Barbara",NA
middleware,2018,Aleksandar Dragojevic,Microsoft research,EU
middleware,2018,Annette Bieniutsa,University of Kaiserslautern,EU
middleware,2018,Anshul Gandhi,Stony Brook University,NA
middleware,2018,Atul Adya,Google,NA
middleware,2018,Björn B. Brandenburg,Max Planck Institute for Software Systems,EU
middleware,2018,Boris Koldehofe,Technische Universität Darmstadt,EU
middleware,2018,Daniel Hagimont,Université de Toulouse,EU
middleware,2018,David Eyers,University of Otago,OC
middleware,2018,Dejan Milojicic,Hewlett Packard Labs,NA
middleware,2018,Diego F.  Lugones,Nokia Bell Labs,EU
middleware,2018,Dilma  Da Silva,Texas A&M University,NA
middleware,2018,Etienne  Rivière,Université Catholique de Louvain,EU
middleware,2018,Fabio Kon,University of São Paulo,SA
middleware,2018,Flavio Junqueira,Confluent,NA
middleware,2018,Francois Taïani,Univ. Rennes/IRISA,EU
middleware,2018,Fred Douglis,Vencore Labs,NA
middleware,2018,Gaël   Thomas,Telecom SudParis,EU
middleware,2018,Gordon Blair,Lancaster University,EU
middleware,2018,Jayaram K. R.,IBM Research - Thomas J. Watson Research Center,NA
middleware,2018,Jean-Pierre  Lozi,Université Nice Sophia Antipolis,EU
middleware,2018,Jeff  Chase,Duke University,NA
middleware,2018,José Orlando,Universidade do Minho,EU
middleware,2018,Laurent  Réveillère,Université de Bordeaux/LABRI,EU
middleware,2018,Luís Veiga,Technical University of Lisbon,EU
middleware,2018,Marc Shapiro,Inria/UPMC-LIP6,EU
middleware,2018,Marko  Vukolić,IBM Research - Zurich,EU
middleware,2018,Marta Patiño,Technical University of Madrid,EU
middleware,2018,Mohammad  Sadoghi,UC Davis,NA
middleware,2018,Nalini Venkatasubramanian,UC Irvine,NA
middleware,2018,Orran  Krieger,Boston University,NA
middleware,2018,Pascal Felber,University of Neuchâtel,EU
middleware,2018,Patrick Eugster,Università della Svizzera italiana,EU
middleware,2018,Peter Pietzuch,Imperial College London,EU
middleware,2018,Pramod  Bhatotia,University of Edinburgh,EU
middleware,2018,Rachid Guerraoui,École Polytechnique Fédérale de Lausanne,EU
middleware,2018,Robbert van  Renesse,Cornell University,NA
middleware,2018,Roy Campbell,University of Illinois Urbana-Champaign,NA
middleware,2018,Roy Friedman,Technion,AS
middleware,2018,Rüdiger Kapitza,TU Braunschweig,EU
middleware,2018,Sonia Ben Mokhtar,LIRIS-CNRS,EU
middleware,2018,Spyros Voulgaris,University of Economics and Business,EU
middleware,2018,Thorsten  Strufe,TU Dresden,EU
middleware,2018,Valerie Issarny,Inria,EU
middleware,2018,Wouter Joosen,KU Leuven,EU
middleware,2018,Yerom David  Bromberg,Univ. Rennes/IRISA,EU
middleware,2019,Alberto Montresor,University of Trento,EU
middleware,2019,Aleksandar Dragojevic,Microsoft Research Cambridge,EU
middleware,2019,Amy Tai,VMware,NA
middleware,2019,Andy Gokhale,Vanderbilt University,NA
middleware,2019,Boris Koldehofe,Technical University of Darmstadt,EU
middleware,2019,David Bromberg,"Univ. of Rennes, IRISA, INRIA",EU
middleware,2019,David Eyers,University of Otago,OC
middleware,2019,Derek Murray,Google,NA
middleware,2019,Diego Lugones,Nokia Bell Labs,NA
middleware,2019,Dilma da Silva,Texas A&M University,NA
middleware,2019,Fabio Kon,University of São Paulo,SA
middleware,2019,Fernando Pedone,University of Lugano,EU
middleware,2019,Fred Douglis,Perspecta Labs,
middleware,2019,Gabriele Mencagli,University of Pisa,EU
middleware,2019,Gordon Blair,Lancaster University,EU
middleware,2019,Guillaume Pierre,INRIA,EU
middleware,2019,Ioana Giurgiu,IBM Research Zurich,EU
middleware,2019,K. R. Jayaram,IBM T. J. Watson Research Center,NA
middleware,2019,Kang Chen,Tsinghua University,AS
middleware,2019,Liuba Shrira,Brandeis University,NA
middleware,2019,Luis Rodrigues,University of Lisbon,EU
middleware,2019,Lydia Chen,TU Delft,EU
middleware,2019,Marko Vukolic,IBM Research Zurich,EU
middleware,2019,Marta Patiño,Technical University of Madrid,EU
middleware,2019,Mema Roussopoulos,University of Athens,EU
middleware,2019,Michael Vrable,Google,NA
middleware,2019,Nalini Venkatasubramanian,UC Irvine,NA
middleware,2019,Pascal Felber,University of Neuchatel,EU
middleware,2019,Patrick Eugster,Purdue University,NA
middleware,2019,Paulo Ferreira,University of Oslo,EU
middleware,2019,Peter Pietzuch,Imperial College London,EU
middleware,2019,Peter Triantafillou,University of Warwick,EU
middleware,2019,Phillip Stanley-Marbell,University of Cambridge,EU
middleware,2019,Robbert van Renesse,Cornell University,NA
middleware,2019,Rong Chen,Shanghai Jiao Tong University,AS
middleware,2019,Roy Campbell,University of Illinois Urbana-Champaign,NA
middleware,2019,Roy Friedman,Technion,AS
middleware,2019,Samuel Kounev,University of Wurzburg,EU
middleware,2019,Sangeetha Seshadri,IBM Research,NA
middleware,2019,Sara Bouchenak,INSA Lyon,EU
middleware,2019,Sonia Ben Mokhtar,CNRS Lyon,EU
middleware,2019,Spyros Voulgaris,Athens Univ. of Econ. And Business,EU
middleware,2019,Stathes Hadjiefthymiades,National and Kapodistrian Univ. of Athens,EU
middleware,2019,Tarek Abdelzaher,University of Illinois Urbana-Champaign,NA
middleware,2019,Valérie Issarny,INRIA,EU
middleware,2019,Vana Kalogeraki,Athens Univ. of Econ. and Business,EU
middleware,2019,Wei Tsong Ooi,National University of Singapore,AS
middleware,2019,Ymir Vigfusson,Emerson University,NA
middleware,2020,Atul Adya,Google,NA
middleware,2020,Christian Becker,University of Mannheim,EU
middleware,2020,Sonia Ben Mokhtar,LIRIS-CNRS,EU
middleware,2020,David Bermbach,TU Berlin,EU
middleware,2020,Alysson Bessani,Universidade de Lisboa,EU
middleware,2020,Annette Bieniusa,Technical University Kaiserslautern,EU
middleware,2020,Gordon Blair,Lancaster University,EU
middleware,2020,Sara Bouchenak,INSA Lyon,EU
middleware,2020,Roy H. Campbell,University of Illinois Urbana-Champaign,NA
middleware,2020,Lydia Chen,TU Delft,EU
middleware,2020,Lucy Cherkasova,ARM Research,NA
middleware,2020,Dilma Da Silva,Texas A&M University,NA
middleware,2020,Tobias Distler,FAU Erlangen-Nuremberg,EU
middleware,2020,Jim Dowling,KTH Royal Institute of Technology,EU
middleware,2020,Frank Eliassen,University of Oslo,EU
middleware,2020,Sameh Elnikety,Microsoft Research,NA
middleware,2020,David Eyers,University of Otago,OC
middleware,2020,Paulo Ferreira,University of Oslo,EU
middleware,2020,Christof Fetzer,TU Dresden,EU
middleware,2020,Pedro Fonseca,Purdue University,NA
middleware,2020,Roy Friedman,Technion,AS
middleware,2020,Marisol Garcia-Valls,Universitat Politècnica de València,EU
middleware,2020,Vincenzo Gulisano,Chalmers University of Technology,EU
middleware,2020,Indranil Gupta,University of Illinois Urbana-Champaign,NA
middleware,2020,Yu Hua,Huazhong University of Science and Technology,AS
middleware,2020,Valerie Issarny,INRIA,EU
middleware,2020,Wouter Joosen,KU Leuven,EU
middleware,2020,Kaustubh Joshi,AT&T Research,NA
middleware,2020,Christine Julien,The University of Texas at Austin,NA
middleware,2020,Evangelia Kalyvianaki,University of Cambridge,EU
middleware,2020,Rüdiger Kapitza,TU Braunschweig,EU
middleware,2020,Anne-Marie Kermarrec,École Polytechnique Fédérale de Lausanne,EU
middleware,2020,Fabio Kon,University of Sāo Paulo,SA
middleware,2020,Dejan Milojicic,Hewlett Packard Labs,NA
middleware,2020,Amy L. Murphy,Bruno Kessler Foundation,EU
middleware,2020,Marco Netto,IBM Research,NA
middleware,2020,Fernando Pedone,University of Lugano,EU
middleware,2020,Peter Pietzuch,Imperial College London,EU
middleware,2020,Kaveh Razavi,Vrije Universiteit Amsterdam,EU
middleware,2020,Hans P. Reiser,University of Passau,EU
middleware,2020,Etienne Rivière,UC Louvain,EU
middleware,2020,Romain Rouvoy,University Lille/IUF,EU
middleware,2020,Laurent Réveillère,University of Bordeaux,EU
middleware,2020,Mo Sadoghi,UC Davis,NA
middleware,2020,Valerio Schiavoni,University of Neuchatel,EU
middleware,2020,Mina Sedaghat,Ericsson Research,EU
middleware,2020,Liuba Shrira,Brandeis University,NA
middleware,2020,Maarten van Steen,University of Twente,EU
middleware,2020,Amy Tai,VMware Research,NA
middleware,2020,Francois Taiani,University Rennes/IRISA,EU
middleware,2020,Luís Veiga,Universidade de Lisboa,EU
middleware,2020,Nalini Venkatasubramanian,UC Irvine,NA
middleware,2020,Tim Wood,George Washington University,NA
middleware,2021,Tarek Abdelzaher,University Illinois Urbana-Champaign,NA
middleware,2021,Christian Becker,University of Mannheim,EU
middleware,2021,Sonia Ben Mokhtar,LIRIS-CNRS,EU
middleware,2021,David Bermbach,TU Berlin,EU
middleware,2021,Alysson Bessani,Universidade de Lisboa,EU
middleware,2021,Ken Birman,Cornell,NA
middleware,2021,David Bromberg,Univ. of Rennes/IRISA/INRIA,EU
middleware,2021,Gordon Blair,Lancaster University,EU
middleware,2021,Sara Bouchenak,INSA Lyon,EU
middleware,2021,Roy H. Campbell,University of Illinois Urbana-Champaign,NA
middleware,2021,Renato Cerqueira,IBM Research,SA
middleware,2021,Lydia Chen,TU Delft,EU
middleware,2021,Lucy Cherkasova,ARM Research,NA
middleware,2021,Dilma Da Silva,Texas A&M University,NA
middleware,2021,Tobias Distler,FAU Erlangen-Nuremberg,EU
middleware,2021,Christoph Doblander,TU Munich,EU
middleware,2021,Jim Dowling,KTH Royal Institute of Technology,EU
middleware,2021,Abhishek Dubey,Vanderbilt University,NA
middleware,2021,Frank Eliassen,University of Oslo,EU
middleware,2021,Sameh Elnikety,Microsoft Research,NA
middleware,2021,David Eyers,University of Otago,OC
middleware,2021,Pascal Felber,University of Neuchatel,EU
middleware,2021,Paulo Ferreira,University of Oslo,EU
middleware,2021,Felix Freitag,Universitat Politècnica de Catalunya,EU
middleware,2021,Roy Friedman,Technion,AS
middleware,2021,Pedro Garcia,Universitat Rovira i Virgili,EU
middleware,2021,Marisol Garcia-Valls,Universitat Politècnica de València,EU
middleware,2021,Vincenzo Gulisano,Chalmers University of Technology,EU
middleware,2021,Chris Gill,Washington University St. Louis,NA
middleware,2021,Ioana Giurgui,IBM Research - Zurich,EU
middleware,2021,Andy Gokhale,Vanderbilt,NA
middleware,2021,Paul Grace,Aston University,EU
middleware,2021,Pierre Guillaume,University of Rennes/INRIA/CNRS/IRISA,EU
middleware,2021,Yu Hua,Huazhong University of Science and Technology,AS
middleware,2021,Ching-Hsien Hsu (Robert),Asia University,AS
middleware,2021,Valerie Issarny,INRIA,EU
middleware,2021,K.R. Jayaram,IBM Research - Thomas J. Watson Research Center,NA
middleware,2021,Christine Julien,The University of Texas at Austin,NA
middleware,2021,Vasia Kalavri,University of Boston,NA
middleware,2021,Vana Kalogeraki,AUEB,EU
middleware,2021,Rüdiger Kapitza,TU Braunschweig,EU
middleware,2021,Boris Koldehofe,TU Darmstadt,EU
middleware,2021,Fabio Kon,University of Sāo Paulo,SA
middleware,2021,Ling Liu,Georgia Tech,NA
middleware,2021,Ruben Mayer,TU Munich,EU
middleware,2021,Dejan Milojicic,Hewlett Packard Labs,NA
middleware,2021,Hans P. Reiser,University of Passau,EU
middleware,2021,Fernando Pedone,University of Lugano,EU
middleware,2021,Etienne Rivière,UC Louvain,EU
middleware,2021,Romain Rouvoy,University Lille/IUF,EU
middleware,2021,Mo Sadoghi,UC Davis,NA
middleware,2021,Yusuf Sarwar,UMKC,NA
middleware,2021,Valerio Schiavoni,University of Neuchatel,EU
middleware,2021,Liuba Shrira,Brandeis University,NA
middleware,2021,Jeremy Singer,University of Glasgow,EU
middleware,2021,Francois Taiani,University Rennes/IRISA,EU
middleware,2021,Gael Thomas,Telecom Sud Paris,EU
middleware,2021,Maarten van Steen,University of Twente,EU
middleware,2021,Roman Vitenberg,University of Oslo,EU
middleware,2022,Alexey Gotsman,IMDEA Software Institute,EU
middleware,2022,Aniruddha Gokhale,Vanderbilt University,NA
middleware,2022,Aravind Machiry,Purdue University,NA
middleware,2022,Bettina Kemme,McGill University,NA
middleware,2022,Boris Koldehofe,University of Groningen,EU
middleware,2022,Dilma Da Silva,Texas A&M University,NA
middleware,2022,Fabio Kon,University of Sao Paulo,SA
middleware,2022,Fernando Pedone,University of Lugano,EU
middleware,2022,Francois Taiani,Université de Rennes 1,EU
middleware,2022,George Kousiouris,Harokopio University of Athens,EU
middleware,2022,Guanpeng Li,University of Iowa,NA
middleware,2022,Hans-Arno Jacobsen,University of Toronto,NA
middleware,2022,Indranil Gupta,University of Illinois Urbana-Champaign,NA
middleware,2022,Khuzaima Daudjee,University of Waterloo,NA
middleware,2022,Leonardo Querzoni,Sapienza University of Rome,EU
middleware,2022,Marisol Garcia-Valls,Universitat Politècnica de València,EU
middleware,2022,Marko Vukolic,Protocol Labs,NA
middleware,2022,Mainack Mondal,Indian Institute of Technology Kharagpur,AS
middleware,2022,Pedro Garcia Lopez,University Rovira i Virgili,EU
middleware,2022,Roman Vitenberg,University of Oslo,EU
middleware,2022,Roy Friedman,Technion,AS
middleware,2022,Sameh Elnikety,Microsoft Research,EU
middleware,2022,Sandip Chakraborty,Indian Institute of Technology,AS
middleware,2022,Santonu Sarkar,ABB Research,AS
middleware,2022,Sara Bouchenak,INSA Lyon,EU
middleware,2022,Shreya Ghosh,Pennsylvania State University,NA
middleware,2022,Somali Chaterji,Purdue University,NA
middleware,2022,Subrata Mitra,Adobe Research,AS
middleware,2022,Tarek Abdelzaher,University of Illinois Urbana-Champaign,NA
middleware,2022,Tianyin Xu,University of Illinois Urbana-Champaign,NA
middleware,2022,Timothy Tsai,NVIDIA,NA
middleware,2022,Vana Kalogeraki,Athens University of Economics and Business,EU
middleware,2022,Vincenzo Gulisano,Chalmers University,EU
middleware,2022,Xing Gao,University of Delaware,NA
middleware,2022,Xuanzhe Liu,Peking University,AS
middleware,2022,Zsolt István,University of Copenhagen,EU
middleware,2023,Saurabh Bagchi,Purdue University,NA
middleware,2023,Antonio Barbalace,University of Edinburgh,EU
middleware,2023,Sonia Ben Mokhtar,CNRS,EU
middleware,2023,Javier Berrocal,University of Extremedura,EU
middleware,2023,Laurent Bindschaedler,Max Planck Institute for Software Systems,EU
middleware,2023,Gordon Blair,Lancaster University,EU
middleware,2023,Lydia Chen,TU Delft,EU
middleware,2023,Ruichuan Chen,NOKIA Bell Labs,NA
middleware,2023,Josiah Chavula,University of Cape Town,AF
middleware,2023,Heming Cui,The University of Hong Kong,AS
middleware,2023,Jérémie Decouchant,TU Delft,EU
middleware,2023,Tobias Distler,Friedrich-Alexander-Universität Erlangen-Nürnberg,EU
middleware,2023,Sameh Elnikety,Microsoft Research,NA
middleware,2023,David Eyers,University of Otago,OC
middleware,2023,Pascal Felber,University of Neuchatel,EU
middleware,2023,Paulo Ferreira,University of Oslo,EU
middleware,2023,Christof Fetzer,TU Dresden,EU
middleware,2023,Davide Frey,INRIA,EU
middleware,2023,Anshul Gandhi,Stony Brook University,NA
middleware,2023,Redha Gouicem,TU Munich,EU
middleware,2023,Arpan Gujarati,University of British Columbia,NA
middleware,2023,Anwar Hithnawi,ETH Zurich,EU
middleware,2023,Yu Hua,Huazhong University of Science and Technology,AS
middleware,2023,Valerie Issarny,INRIA,EU
middleware,2023,Hans-Arno Jacobsen,University of Toronto,NA
middleware,2023,Abhilash Jindal,IIT Delhi,AS
middleware,2023,Vana Kalogeraki,Athens University of Economics and Business,EU
middleware,2023,Evangelia Kalyvianaki,University of Cambridge,EU
middleware,2023,Antonios Katsarakis,Huawei Research,AS
middleware,2023,Bettina Kemme,McGill University,NA
middleware,2023,Marios Kogias,Imperial College London,EU
middleware,2023,Fabio Kon,University of Sao Paolo,SA
middleware,2023,Atsushi Koshiba,TU Munich,EU
middleware,2023,Do Le Quoc,Huawei Research,AS
middleware,2023,Baptiste Lepers,University of Sydney,OC
middleware,2023,Cheng Li,USTC,AS
middleware,2023,Luo Mai,University of Edinburgh,EU
middleware,2023,Ruben Mayer,TU Munich,EU
middleware,2023,Djob Mvondo,"Univ Rennes, CNRS, IRISA, INRIA",EU
middleware,2023,Pierre Oliver,University of Manchester,EU
middleware,2023,Thomas Pasquier,University of British Columbia,NA
middleware,2023,Marta Patino-Martinez,Universidad Politecnica de Madrid,EU
middleware,2023,Fernando Pedone,University of Lugano,EU
middleware,2023,Jan S. Rellermeyer,Leibniz University Hannover,EU
middleware,2023,Romain Rouvoy,University Lille/IUF,EU
middleware,2023,Mohammad Sadoghi,UC Davis,NA
middleware,2023,Valerio Schiavoni,University of Neuchatel,EU
middleware,2023,Takahiro Shinagawa,University of Tokyo,AS
middleware,2023,Neeraj Suri,Lancaster University,EU
middleware,2023,Pierre Sutra,Télécom SudParis,EU
middleware,2023,Lauritz Thamsen,University of Glasgow,EU
middleware,2023,Animesh Trivedi,VU Amsterdam,EU
middleware,2023,Nalini Venkatasubramanian,UC Irvine,NA
middleware,2023,Paulo Verissimo,KAUST,AS
middleware,2023,Roman Vitenberg,University Oslo,EU
middleware,2023,Haris Volos,University of Cyprus,AS
middleware,2023,Alexios Voulimeneas,KU Leuven,EU
middleware,2023,Lin Wang,Vrije Universiteit Amsterdam,EU
middleware,2023,Le Xu,UT Austin,NA
middleware,2023,Noa Zilberman,University of Oxford,EU
middleware,2024,Antonio Barbalace,The University of Edinburgh,EU
middleware,2024,Christine Julien,The University of Texas at Austin,NA
middleware,2024,Claudia-Lavinia Ignat,INRIA Nancy-Grand Est,EU
middleware,2024,Davide Frey,INRIA Rennes,EU
middleware,2024,Do Le Quoc,Huawei Munich Research Center,EU
middleware,2024,Guillaume Rosinosky,Université catholique de Louvain,EU
middleware,2024,Hanhwi Jang,Google LLC),NA
middleware,2024,Jérémie Decouchant,Delft University of Technology,EU
middleware,2024,João Tiago Paulo,INESC TEC / University of Minho,EU
middleware,2024,Linghe Kong,Shanghai Jiao Tong University,AS
middleware,2024,Liting Lu,University of California,NA
middleware,2024,Marios Kogias,Imperial College London,EU
middleware,2024,Marta Patiño,Universidad Politécnica de Madrid,EU
middleware,2024,Miguel Matos,Universidade de Lisboa / INESC-ID,EU
middleware,2024,Mohammad Sadoghi,University of California,NA
middleware,2024,Nalini Venkatasubramanian,University of California,NA
middleware,2024,Pedro Garcia-Lopez,Universitat Rovira i Virgili,EU
middleware,2024,Pierre Sutra,Télécom SudParis,EU
middleware,2024,Roy Friedman,Technion - Israel Institute of Technology,AS
middleware,2024,Sara Bouchenak,INSA Lyon,EU
middleware,2024,Shan Wang,The Hong Kong Polytechnic University,AS
middleware,2024,Takahiro Shinagawa,The University of Tokyo,AS
middleware,2024,Thomas Pasquier,University of British Columbia,NA
middleware,2024,Valerio Schiavoni,Universite de Neuchatel,EU
middleware,2024,Xin Jin,Peking University,AS
middleware,2024,Yu Hua,Huazhong University of Science and Technology,AS
middleware,2024,Yunpeng Chai,Renmin University of China,AS
middleware,2024,Zhi Jin,Peking University,AS
middleware,2024,Subrata Mitra,Adobe Research,NA
middleware,2024,Emanuel Onica,Alexandru Ioan Cuza University,EU
middleware,2024,Paul Grace,Aston University,EU
middleware,2024,Vana Kalogeraki,Athens University of Economics and Business,EU
middleware,2024,Han Rui,Beijing Institute of Technology,AS
middleware,2024,Vincenzo Gulisano,Chalmers University of Technology,EU
middleware,2024,Jiangtao Wang,Coventry University,EU
middleware,2024,Raúl Gracia Tinedo,Dell Technologies,EU
middleware,2024,Alexandru Uta,DFINITY,EU
middleware,2024,Rüdiger Kapitza,Friedrich-Alexander-Universität Erlangen-Nürnberg,EU
middleware,2024,Tobias Distler,Friedrich-Alexander-Universität Erlangen-Nürnberg,EU
middleware,2024,Roberto Palmieri,Leigh University,NA
middleware,2024,Lei Xie,Nanjing University,AS
middleware,2024,Dezun Dong,Nationa University of Defense Technology,AS
middleware,2024,Matej Pavlovic,Protocol Labs Research,EU
middleware,2024,Boris Koldehofe,The Technische Universität Ilmenau,EU
middleware,2024,Alysson Bessani,Universidade de Lisboa,EU
middleware,2024,Antonio Di Maio,University of Bern,EU
middleware,2024,Janick Edinger,University of Hamburg,EU
middleware,2024,Romain Rouvoy,University of Lille,EU
middleware,2024,Fernando Pedone,University of Lugano,EU
middleware,2024,Giovanni Mazzeo,University of Naples 'Parthenope',EU
middleware,2024,Roman Vitenberg,University of Oslo,EU
middleware,2024,David Eyers,University of Otago,OC
middleware,2024,Djob Mvondo,University of Rennes,EU
middleware,2024,Fabio Kon,University of São Paulo,SA
middleware,2024,Laura González,University of the Republic,SA
middleware,2024,Robert Birke,University of Turin,EU
middleware,2024,Kuan-Hsun Chen,University of Twente,EU
middleware,2024,Youngsok Kim,Yonsei University,AS
nsdi,2012,David Andersen,Carnegie Mellon University,NA
nsdi,2012,John Byers,Boston University,NA
nsdi,2012,Miguel Castro,Microsoft Research,NA
nsdi,2012,Ranveer Chandra,Microsoft Research,NA
nsdi,2012,Jon Crowcroft,University of Cambridge,EU
nsdi,2012,Nick Feamster,Georgia Tech,NA
nsdi,2012,Michael Freedman,Princeton University,NA
nsdi,2012,Roxana Geambasu,Columbia University,NA
nsdi,2012,Srikanth Kandula,Microsoft Research,NA
nsdi,2012,Brad Karp,University College London,EU
nsdi,2012,Eddie Kohler,Harvard University,NA
nsdi,2012,Arvind Krishnamurthy,University of Washington,NA
nsdi,2012,Kate Lin,Academia Sinica,AS
nsdi,2012,Michael Mitzenmacher,Harvard University,NA
nsdi,2012,Ed Nightingale,Microsoft Research,NA
nsdi,2012,Brian Noble,University of Michigan,NA
nsdi,2012,Srinivasan Seshan,Carnegie Mellon University,NA
nsdi,2012,Emin Gün Sirer,Cornell University,NA
nsdi,2012,Kun Tan,Microsoft Research,NA
nsdi,2012,Amin Vahdat,"University of California, San Diego",NA
nsdi,2012,Geoffrey Voelker,"University of California, San Diego",NA
